축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
제5회 상록수문화제,"본오3동공영주차장,상록수공원 및 샘골로 일대",2017-09-16,2017-09-16,"기념음악회, 체험박람회, 작품발표회, 거리퍼레이드 등",안산시,안산시,국가보훈처,031-481-3040,http://choiyongsin.iansan.net,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.862700,2020-05-31,3930000,경기도 안산시
마곡사 신록축제,사곡면 운암리 마곡사일원,2017-04-22,2017-04-22,"명상길 걷기,템플스테이, 전국 학생그림그리기 대회",마곡사신록축제추진위원회,공주시,,041-840-8093,,,충청남도 공주시 사곡면 마곡사로 966 마곡사,충청남도 공주시 사곡면 운암리 567,36.55740589,127.011603,2020-07-07,4500000,충청남도 공주시
제63회 백제문화제,금강신관공원,2017-09-28,2017-10-05,"웅진성퍼레이드,체험마당, 무대공연,농특산품전시 및 판매",백제문화선양위원회,백제문화제추진위원회,,041-840-8090,,,충청남도 공주시 신관동 553,충청남도 공주시 신관동 553,36.47021463,127.1274371,2020-07-07,4500000,충청남도 공주시
2017 겨울공주군밤축제,금학생태공원,2017-12-22,2018-01-28,눈썰매장 및 겨울놀이시설 운영,겨울공주 군밤축제추진위원회,공주시,,041-840-8090,,,충청남도 공주시 금학동 111-1,충청남도 공주시 금학동 111-1,36.43336915,127.124038,2020-07-07,4500000,충청남도 공주시
2018 백제어울마당,송산리고분군(무령왕릉) 일원,2018-04-14,2018-10-28,"미마지탈 만들고 써보기, 백제춤주기, 퓨전공연 등",봉황기획,공주시,,041-840-8069,,,충청남도 공주시 왕릉로 37,충청남도 공주시 웅진동 57-1,36.46060505,127.1126907,2020-07-07,4500000,충청남도 공주시
2018 웅진성수문병 근무교대식,공산성 금서루,2018-04-21,2018-11-04,"수문병 근무교대식, 공산성 성벽극장 인형극, 관광객과 함께하는 어가행렬",웅진문화회,공주시,,041-840-8069,,,충청남도 공주시 웅진로 280,충청남도 공주시 금성동 65-3,36.46521533,127.1236802,2020-07-07,4500000,충청남도 공주시
2018 공주 석장리 세계구석기축제,석장리박물관,2018-05-04,2018-05-07,"네안데르탈인 특별전시전, 별빛토크쇼, 구석기문화 체험 등",공주석장리구석기축제조직위원회,공주시,,041-840-8112,,,충청남도 공주시 금벽로 990,충청남도 공주시 석장리동 118,36.44795221,127.1875895,2020-07-07,4500000,충청남도 공주시
증도 송어 축제,증도,2019-06-15,2019-06-16,"바다송어 요리 시식회, 올레 스템프 투어, 한마음 가요 잔치, 슬로시티 증도 푸드관, 친환경 녹색장터 운영 등",축제조직위,축제조직위,,,www.tour.shinan.go.kr,,전라남도 신안군 증도,,,,2019-09-23,5010000,전라남도 신안군
임자도 민어 축제,임자도,2019-08-03,2019-08-04,"개매기,후리질 체험, 해변모래조각, 찜질 바닷속 보물찾기, 민어요리 전시와 시식회, 민어 깜짝 경매, 민어 장사 씨름대회 등",축제조직위,축제조직위,,,www.tour.shinan.go.kr,,전라남도 신안군 임자도,,,,2019-09-23,5010000,전라남도 신안군
불볼락 축제,홍도,2019-09-26,2019-09-28,"불볼락 낚시대회, 불볼락 깜짝경매, 어민 자정선언문 낭독",축제조직위,축제조직위,,061-240-4051,www.tour.shinan.go.kr,,전라남도 신안군 홍도,,,,2019-09-23,5010000,전라남도 신안군
왕새우 축제,안좌도,2019-09-20,2019-09-28,"수산물 깜짝경매, 왕새우 잡기체험, 초청가수 공연, 레크리에이션, 신안군OX퀴즈대회, 왕새우가요제, 새우껍질벗기기",축제조직위,축제조직위,,260-240-3919,www.tour.shinan.go.kr,,전라남도 신안군 안좌도,,,,2019-09-23,5010000,전라남도 신안군
2016 대가야체험축제,"대가야박물관, 대가야역사테마관광지, 대가야문화누리, 관내 일원",2016-04-07,2016-04-10,"36개 체험프로그램, 이조년 전국백일장 등 연계행사, 대가야박물관 기획특별전 등 부대행사, 역사재현극 등",사)대가야체험축제추진위원회,고령군,"문화체육관광부, 경상북도, 경상북도교육청, 한국문화원연합회, 가야문화권지역발전협의회 14개시군, 자매결연기관, 경상북도관광협회, 농협중앙회, 대구은행",054-950-6424,http://fest.daegaya.net,,경상북도 고령군 대가야읍 대가야로 1216,경상북도 고령군 대가야읍 지산리 471-1,,,2019-09-30,5200000,경상북도 고령군
제5회 나주마한문화축제,국립나주박물관 일원,2019-10-11,2019-10-13,2천년 마한문화를 재조명하는 역사 문화 축제,나주마한문화축제추진위원회,나주시,나주시,061-339-8722,http://www.naju.go.kr/tour/,"국립나주박물관, 반남 고분군, 자미산",전라남도 나주시 반남면 고분로 747,전라남도 나주시 반남면 신촌리 277,34.914854828,126.658903059,2019-07-01,4830000,전라남도 나주시
제15회 영산포 홍어축제,영산강 둔치 체육공원,2019-04-12,2019-04-14,나주 특산품인 홍어를 활용한 지역경제 축제,영산포홍어축제추진위원회,영산포홍어축제추진위원회,나주시,061-339-8722,http://www.naju.go.kr/tour/,"영산포 홍어거리, 영산강 황포돛배",전라남도 나주시 예향로 3872,전라남도 나주시 영산동 18,34.9996615,126.7140301,2019-07-01,4830000,전라남도 나주시
제1회 천년나주목읍성문화축제,금성관 및 나주향교 일원,2019-05-03,2019-05-05,나주의 읍성문화를 이용한 역사 문화 축제,천년나주목읍성문화축제추진위원회,천년나주목읍성문화축제추진위원회,나주시,061-339-8722,http://www.naju.go.kr/tour/,"나주 읍성, 향교, 금성관",전라남도 나주시 금성관길 8,전라남도 나주시 과원동,35.0328694,126.7166816,2019-07-01,4830000,전라남도 나주시
꽃지저녁노을축제,꽃지해안공원,2018-12-31,2019-12-31,연날리기 및 떡국나누기,(사)태안반도안면청년회,(사)태안반도안면청년회,,041-670-2768,,,충청남도 태안군 안면읍 승언리 산29-100,충청남도 태안군 안면읍 승언리 산29-100,36.502448,126.335462,2019-05-31,4620000,충청남도 태안군
백화산 해맞이 행사,백화산 정상,2018-01-01,2019-01-01,신년 해맞이 소원 풍선 날리기,태안청년회의소,태안청년회의소,,041-670-2768,,,충청남도 태안군 태안읍 상옥리 산139-2,충청남도 태안군 태안읍 상옥리 산139-2,36.7678646600,126.3017086527,2019-05-31,4620000,충청남도 태안군
연포 해맞이 행사,연포해수욕장,2018-01-01,2019-01-01,신년 해맞이 소원 풍선 날리기,연포해수욕장번영회,연포해수욕장번영회,,041-670-2768,,,충청남도 태안군 근흥면 도황리 1526-170,충청남도 태안군 근흥면 도황리 1526-170,36.6943402716,126.2102393465,2019-05-31,4620000,충청남도 태안군
세종축제,세종호수공원,2019-10-05,2019-10-09,세종대왕의 업적과 정신인 한글·과학·음악·애민사상 등의 소재로 구성,세종특별자치시,세종특별자치시,,,,,세종특별자치시 연기면 다솜로 216,,36.4988177323,127.2700759959,2019-09-21,5690000,세종특별자치시
구로G페스티벌,"서울특별시 구로구 안양천 둔치, 오류아트홀, 공식 유튜브채널",2021-10-01,2021-10-31,"구민이 주체가 되어 자발적으로 참여하는 구로구민을 위한 비대면, 온라인 축제",서울특별시 구로구,서울특별시 구로구,,02-860-2060,www.gfestival.co.kr,,서울특별시 구로구 가마산로 245,서울특별시 구로구 구로동 435,37.49551123,126.8882891,2021-04-30,3160000,서울특별시 구로구
제15회 파주개성인삼축제(온라인판매),임진각 광장,2021-10-16,2021-10-17,"파주개성인삼 전시 및 판매, 농특산물 홍보 및 판매, 각종 공연 및 체험행사 등",파주개성인삼축제추진위원회,파주시,,031-940-5282,http://tour.paju.go.kr,,경기도 파주시 임진각로177,경기도 파주시 문산읍 마정리 1325-1,37.88953876,126.7401859,2021-06-25,4060000,경기도 파주시
제24회 파주장단콩축제(온라인판매),임진각 광장,2021-11-26,2021-11-28,"파주장단콩 전시 및 판매, 농특산물 홍보 및 판매, 각종 공연 및 체험행사 등",파주장단콩축제추진위원회,파주시,,031-940-5281,http://tour.paju.go.kr,,경기도 파주시 임진각로177,경기도 파주시 문산읍 마정리 1325-1,37.88953876,126.7401859,2021-06-25,4060000,경기도 파주시
동성로축제,동성로 야외무대,2013-05-17,2013-05-19,"개막식, 동성로가요제, 커버댄스, DJ페스티벌",사)달성문화선양회,사)달성문화선양회,"대구광역시, 대구광역시 중구",053-661-2174,,,,대구광역시 중구 동성로2가 165-1,35.869181,128.595424,2021-07-01,3410000,대구광역시 중구
달맞이축제,"국토정중앙점, 레포츠공원(평화공업사 앞 주차장)",2020-02-08,2020-02-08,"국토정중앙행사, 전통달맞이행사, 민속놀이경연,상설행사 등",양구문화원,양구문화원,양구군,033-480-2510,http://www.ygtour.kr/,,강원도 양구군 양구읍 박수근로 366-33,강원도 양구군 양구읍 상리 399 일원,38.1063243998,127.981517,2020-06-30,4320000,강원도 양구군
여르미오페스티벌,안산시 문화광장,2015-08-08,2015-08-08,대중예술축제,안산문화재단,안산문화재단,,031-481-4030,http://www.ansanfset.com,대부도,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,2020-05-31,3930000,경기도 안산시
안산 대부포도축제,대부바다향기테마파크,2015-09-12,2015-09-13,"대부포도 홍보,전시,직거래,체험행사",대부포도축제추진위원회,안산시,,031-481-2317,,"대부도유리섬, 종이미술관, 대부해솔길, 탄도항",경기도 안산시 단원구 대부황금로 1490(대부북동),경기도 안산시 단원구 대부북동 1841-10,37.287067,126.575056,2020-05-31,3930000,경기도 안산시
제3회 상록수문화제,"본오3동공영주차장,상록수공원 및 샘골로 일대",2015-09-19,2015-09-19,"기념음악회, 체험박람회, 작품발표회, 사생대회 등",안산시,안산시,"경기도, 국가보훈처",031-481-3040,http://choiyongsin.iansan.net,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.862700,2020-05-31,3930000,경기도 안산시
안산시도서관책문화축제,안산 호수공원 중앙광장,2015-10-24,2015-10-24,"도서관홍보, 체험, 북콘서트, 전시 등",안산중앙도서관,안산중앙도서관,,031-481-3862,http://lib.iansan.net,,경기도 안산시 상록구 해안로 561(사동),경기도 안산시 상록구 사동 1509,37.298403,126.819135,2020-05-31,3930000,경기도 안산시
안산국제거리극축제,안산시 문화광장,2016-05-05,2016-05-08,순수예술축제,안산시,안산문화재단,안산시,031-481-4030,http://www.ansanfset.com,대부도,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,2020-05-31,3930000,경기도 안산시
제9회 세계인의 날 기념행사,외국인주민센터 야외광장,2016-05-22,2016-05-22,"기념식, 문화 및 각종 부대행사",안산시,안산시,한국가스공사,031-481-3298,,원곡동 다문화거리,경기도 안산시 단원구 부부로 43,경기도 안산시 단원구 원곡동 991-1,37.332436,126.790343,2020-05-31,3930000,경기도 안산시
여르미오페스티벌,안산시 문화광장,2016-08-13,2016-08-13,대중예술축제,안산문화재단,안산문화재단,,031-481-4030,http://www.ansanfset.com,,경기도 안산시 단원구 화랑로 312,경기도 안산시 단원구 고잔동 817,37.318426,126.823108,2020-05-31,3930000,경기도 안산시
제4회 상록수문화제,"본오3동공영주차장,상록수공원 및 샘골로 일대",2016-09-10,2016-09-10,"기념음악회, 체험박람회, 작품발표회, 거리퍼레이드 등",안산시,안산시,국가보훈처,031-481-3040,http://choiyongsin.iansan.net,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.862700,2020-05-31,3930000,경기도 안산시
2016 평생학습 박람회 & 제6회 도서관책문화축제,안산 호수공원 중앙광장,2016-10-01,2016-10-01,"도서관홍보, 체험, 북콘서트, 전시 등",안산중앙도서관,안산중앙도서관,,031-481-3862,http://lib.iansan.net,,경기도 안산시 상록구 해안로 561(사동),경기도 안산시 상록구 사동 1509,37.298403,126.819135,2020-05-31,3930000,경기도 안산시
안산국제거리극축제,안산문화광장 및 안산시 일대,2017-05-05,2017-05-07,순수예술축제,안산시,안산문화재단,"문화체육관광부, 경기관광공사, 한국문화예술위원회, 한국지역진흥재단",031-481-0531,http://www.ansanfset.com,"대부도, 원곡동 다문화거리",경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,2020-05-31,3930000,경기도 안산시
계룡산산신제,계룡면 양화리 신원사일원,2017-04-12,2017-04-16,"유.불.무가식 산신제,점사체험, 기체험, 다양한 무대공연 등",계룡산산신제보존회,공주시,,041-840-8093,,,충청남도 공주시 계룡면 보목고개로 393,충청남도 공주시 계룡면 양화리 165-1,36.333638,127.177107,2020-07-07,4500000,충청남도 공주시
가족사랑 아이스축제,이현공원물놀이장,2019-07-27,2019-07-27,"온가족 참여 체험 프로그램, 플리마켓 및 체험부스 등",공모 선정,공모 선정,대구광역시 서구청,053-663-2181,http://www.dgs.go.kr/tour/,,대구광역시 서구 문화로 122,대구광역시 서구 이현동 48-8,35.873636,128.5454766,2021-05-03,3430000,대구광역시 서구
미소&행복 구민축제,구민운동장,2019-10-13,2019-10-13,"구민화합경기, 구민가요제 등",서구문화원,서구문화원,대구광역시 서구청,053-663-2181,http://www.dgs.go.kr/tour/,,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.545577,2021-05-03,3430000,대구광역시 서구
달구벌목민관축제,서구 일대,2019-10-13,2019-10-13,달구벌목민관 부임 행차 퍼레이드 등,서구청,서구청,대구광역시 서구청,053-663-2181,http://www.dgs.go.kr/tour/,,대구광역시 서구 국채보상로 257,대구광역시 서구 평리동 1230-9,35.87232184,128.5592204,2021-05-03,3430000,대구광역시 서구
국악의 향연,꽃바위문화관 3층 다목적공연장,2021-05-24,2021-05-24,국악,울산광역시 동구청,꽃바위문화관,,052-209-4330,http://www.donggu.ulsan.kr/edu/menu_06/03.jsp,,울산광역시 동구 문현3길 6,울산광역시 동구 방어동 1120-1,35.48705813,129.4112633,2021-05-03,3710000,울산광역시 동구
